split,task,task_type,score_name,stage_a_score,stage_a_loss,stage_a_pyg_score,stage_a_pyg_loss,v1_score,v1_loss,v2_score,v2_loss,v3_score,v3_loss,v4_score,v4_loss,zero_score,zero_loss,stage_c_h1_score,stage_c_h1_loss,stage_c_h2_score,stage_c_h2_loss,stage_c_hybrid_score,stage_c_hybrid_loss,best_method,best_score,n_samples
train,density,regression,r2,,,,,,,,,,,,,0.9999269843101501,0.0002779950832682916,,,,,,,zero,0.9999269843101501,123902
train,bulk_modulus_vrh,regression,r2,,,,,0.9660238027572632,2.8352160245054656,0.9612741470336914,3.04624668977091,0.9602324962615967,3.492461001147685,0.9613921046257019,3.1844484631153263,0.958169162273407,3.7202873983925877,0.9615007638931274,3.119873506576672,0.9617897868156433,3.151265592317676,0.9619754552841187,3.1920631525495686,v1,0.9660238027572632,10217
train,shear_modulus_vrh,regression,r2,,,,,0.7177005410194397,4.50508167288136,0.7168424129486084,4.639396047843193,0.7054532170295715,5.279770123466113,0.7084332704544067,4.982397533663445,0.692774772644043,6.518012963966192,0.7076020240783691,4.969354313453271,0.7087422609329224,4.948668328849838,0.7097444534301758,4.965398895230773,v1,0.7177005410194397,9685
train,homogeneous_poisson,regression,r2,,,,,0.3066127300262451,0.0039350267543326834,0.2961847186088562,0.003990653888801043,0.28060632944107056,0.004084544483771284,0.347778856754303,0.0037123537504082857,0.32931017875671387,0.0038730050164933736,0.2896536588668823,0.004034172470808299,0.3329465985298157,0.003776130910706525,0.26562434434890747,0.004158317979945465,v4,0.347778856754303,9752
train,universal_anisotropy,regression,r2,,,,,0.551819384098053,1.115360333248758,0.6026118993759155,1.0400077176511358,0.538902997970581,1.2002654512046074,0.5898293256759644,1.0887265539924063,0.5346958041191101,1.1602723335613763,0.5555180311203003,1.156395471740356,0.5829185247421265,1.1279662843905875,0.5845552682876587,1.1231586149988986,v2,0.6026118993759155,9057
val,energy_per_atom,regression,r2,0.937314510345459,0.2437168059752381,0.9405210018157959,0.24047065932812464,0.6875634789466858,1.4904500947825696,0.7104977369308472,1.4711411199764581,0.6755897998809814,1.585019102037828,0.6865158081054688,1.4716349591584994,0.9414100050926208,0.19836599063084118,0.6794281005859375,1.5275783625509762,0.6776498556137085,1.5448590657289207,0.6758549213409424,1.5459728446121013,zero,0.9414100050926208,15487
val,formation_energy_per_atom,regression,r2,0.9879792928695679,0.00836881628058477,0.9875566959381104,0.00855576928343041,0.9119333624839783,0.05155425126560004,0.9136096239089966,0.05062917977331179,0.91263347864151,0.05147506597025729,0.9471567869186401,0.030698841875777337,0.9966024160385132,0.0024037540643229503,0.9254300594329834,0.043486484165382096,0.9205532073974609,0.04650915386372691,0.9203641414642334,0.046507602933586564,zero,0.9966024160385132,15487
val,energy_above_hull,regression,r2,0.9237242937088013,0.0075748570700824025,0.9240787029266357,0.007424288114409075,0.5564509630203247,0.0313482869032254,0.5580316185951233,0.03148598399324318,0.548700213432312,0.0320358697234931,0.7302430868148804,0.02072003294241911,0.9733192324638367,0.0026804162894790286,0.5797212719917297,0.0297528991567804,0.5662980079650879,0.030720346582473457,0.565158486366272,0.03074135184856722,zero,0.9733192324638367,15487
val,band_gap,regression,r2,0.9038417935371399,0.08680182226604792,0.9085443615913391,0.08289096776997622,0.650578498840332,0.2875365648961635,0.6479716897010803,0.2943252119805444,0.6462312936782837,0.294486409172432,0.6957281231880188,0.2594695720612734,0.8988560438156128,0.08684316102469829,0.6691182851791382,0.2750201666598521,0.6613187193870544,0.28561066846451655,0.6519370079040527,0.28558649859061414,Stage A PyG,0.9085443615913391,15487
val,cbm,regression,r2,0.9625051617622375,0.08724850502368266,0.9618206024169922,0.08838302572779479,0.8689411878585815,0.27824018377853516,0.8655452728271484,0.28703545482539333,0.8609404563903809,0.2949234519151795,0.8795080184936523,0.25603893408246003,0.9612082242965698,0.08802190783625642,0.8728630542755127,0.26889089527025833,0.8675543069839478,0.28178686265622704,0.8620237112045288,0.2881900269066161,Stage A,0.9625051617622375,8836
val,vbm,regression,r2,0.9722083210945129,0.07082828740150568,0.97291100025177,0.06830370533068231,0.9137285351753235,0.1983438151559189,0.9131604433059692,0.20291066267828162,0.9119061827659607,0.2060181509187272,0.9235410094261169,0.1798858700753117,0.9705374240875244,0.07152295268352701,0.9197390675544739,0.18944783476150823,0.9163128733634949,0.19696550505767207,0.9160266518592834,0.19811689512806513,Stage A PyG,0.97291100025177,8836
val,efermi,regression,r2,0.9344721436500549,0.16042175738724632,0.9335944652557373,0.15942465955059593,0.8837363123893738,0.3087194704520309,0.8858467936515808,0.30991669804917854,0.8833184242248535,0.31544418172479743,0.8962264060974121,0.27478058930027127,0.9289916753768921,0.1712023127093428,0.8897233605384827,0.2952884387284508,0.8866745829582214,0.3045138949109675,0.8858389854431152,0.304748966850161,Stage A,0.9344721436500549,15485
val,is_metal,classification,acc,0.8901659456318203,0.33688997959136274,0.8972041066701104,0.300367421835008,0.8216568735068122,0.38366673894771547,0.8222380060696067,0.38219923877811396,0.8232065603409311,0.37977262062577777,0.8429004971911926,0.34931793111082965,0.8767353264027894,0.2845303065390974,0.8273390585652483,0.37000263951919576,0.8302447213792212,0.373864881621908,0.8266933557176988,0.37639934552559595,Stage A PyG,0.8972041066701104,15487
val,is_stable,classification,acc,,,,,0.8106153548137147,0.392615419851476,0.8138438690514626,0.39271971110154896,0.8094530896881256,0.3963589772769041,0.82475624717505,0.3642792425317833,0.851100923355072,0.317154466760377,0.8171369535739652,0.3787355626510404,0.8124233227868535,0.3872117885553426,0.8127461742106282,0.3860720567743928,zero,0.851100923355072,15487
val,volume,regression,r2,,,,,,,,,,,,,0.6903637051582336,145.00428956070988,,,,,,,zero,0.6903637051582336,15487
val,density,regression,r2,,,,,,,,,,,,,0.9996975660324097,0.0011140639452205039,,,,,,,zero,0.9996975660324097,15487
val,bulk_modulus_vrh,regression,r2,,,,,0.9166147112846375,7.88390450303684,0.9244926571846008,7.836247107581634,0.913445234298706,8.121599634414753,0.9136340618133545,7.983989734289306,0.9227341413497925,8.44332947536943,0.9140477180480957,7.960042487466677,0.9138427972793579,7.930315051496205,0.9136942028999329,7.938205913557462,v2,0.9244926571846008,1348
val,shear_modulus_vrh,regression,r2,,,,,0.6908198595046997,9.911203199314576,0.6927772760391235,9.75142410350299,0.6814539432525635,10.203983693719916,0.6862437725067139,10.044065694246536,0.6614046692848206,11.27182680233984,0.6840001940727234,10.077917182323482,0.6853666305541992,10.051339987088408,0.6864262819290161,10.045166952035181,v2,0.6927772760391235,1293
val,homogeneous_poisson,regression,r2,,,,,0.1653040647506714,0.004103334629519787,0.17887932062149048,0.004035049099853643,0.14180207252502441,0.004226112499703589,0.15320801734924316,0.004166050603868749,0.15573465824127197,0.004185654769512303,0.09235751628875732,0.004465294628597682,0.12951350212097168,0.0042766387578735,0.08300495147705078,0.004502828269887854,v2,0.17887932062149048,1304
val,universal_anisotropy,regression,r2,,,,,0.35431814193725586,1.4907402690982652,0.34946537017822266,1.5469190642374706,0.3393181562423706,1.5425367121586637,0.3635852336883545,1.5106356445695803,0.30231475830078125,1.5447599752527894,0.34753644466400146,1.5210942638354215,0.3659747242927551,1.4994827608200711,0.3659825325012207,1.4961107891500636,Stage C hybrid,0.3659825325012207,1213
test,energy_per_atom,regression,r2,0.9461311101913452,0.21983122532701285,0.9358066916465759,0.24486988714407878,0.6894543170928955,1.4778778423160455,0.711827278137207,1.440634854931195,0.6862648129463196,1.5453029145212558,0.6958154439926147,1.4316546957504106,0.9597439765930176,0.17104925035112528,0.6902908086776733,1.484941569327985,0.6879625916481018,1.5072231767070479,0.6867195963859558,1.5056792589308345,zero,0.9597439765930176,15489
test,formation_energy_per_atom,regression,r2,0.9871681928634644,0.00856940973298742,0.9869441390037537,0.008752467879103174,0.9152788519859314,0.05101038655962316,0.9160306453704834,0.05096551559516918,0.9149581789970398,0.05161756785882794,0.9481027126312256,0.03128709865925256,0.9962942004203796,0.0024157271838565557,0.9280415177345276,0.043362212062905255,0.9232864379882812,0.04630030291272104,0.922805905342102,0.04645851140736053,zero,0.9962942004203796,15489
test,energy_above_hull,regression,r2,0.9210643768310547,0.007379292499372297,0.9210593700408936,0.007506946400804957,0.5790783166885376,0.030464541821905895,0.5839418768882751,0.030428901358713217,0.5742862224578857,0.030986817169591115,0.7378689050674438,0.020641019201972425,0.9706734418869019,0.0027939731188818366,0.6057331562042236,0.02850981982174356,0.5916426777839661,0.029590594868213683,0.5910695791244507,0.029569353397212714,zero,0.9706734418869019,15489
test,band_gap,regression,r2,0.9038799405097961,0.09029530845011174,0.9015843868255615,0.09107256292441615,0.6462506055831909,0.2990482904753085,0.6358177661895752,0.3077812300282789,0.6387466192245483,0.30661464712178077,0.6882398128509521,0.2718618872069986,0.8922675848007202,0.09507380574179372,0.6639086008071899,0.2864929655083655,0.6549719572067261,0.29656302646865285,0.6460294723510742,0.29750909787936736,Stage A,0.9038799405097961,15489
test,cbm,regression,r2,0.9607032537460327,0.08924353438302257,0.9604846239089966,0.09056644504972113,0.8607781529426575,0.2875872976298916,0.8541350364685059,0.298307364058316,0.8488236665725708,0.3095658538568187,0.8688899874687195,0.2702456097374803,0.9568268060684204,0.09439748491580101,0.8624820709228516,0.28138305105902844,0.8559685945510864,0.29661522916006156,0.8504952192306519,0.30211797920222533,Stage A,0.9607032537460327,8928
test,vbm,regression,r2,0.9713103771209717,0.0731905286609527,0.9721518158912659,0.07095824657891736,0.9089528918266296,0.2080302349661328,0.906635582447052,0.2099702477974216,0.9079826474189758,0.21159686588877685,0.9208194613456726,0.18325269230420416,0.9695186018943787,0.07419734733924585,0.9167616367340088,0.19300760096641165,0.912477433681488,0.2021561433621764,0.9123725891113281,0.2024524062797794,Stage A PyG,0.9721518158912659,8928
test,efermi,regression,r2,0.9349920749664307,0.16740883048602942,0.9344453811645508,0.1663592423166873,0.8855867385864258,0.3159547636168766,0.8874230980873108,0.31583723803928826,0.8858398199081421,0.3200374388190681,0.8973318934440613,0.2816617451414516,0.9282936453819275,0.18071788918815157,0.8914920091629028,0.30085323147848086,0.8885374069213867,0.31019995752319385,0.8881924748420715,0.3093026580298409,Stage A,0.9349920749664307,15483
test,is_metal,classification,acc,0.8934727871392601,0.3289095228319323,0.8932791012976952,0.31963764944857187,0.821421654077087,0.3855888640263343,0.821227968235522,0.38792344235054543,0.8251016850668216,0.386610382387443,0.84253341080767,0.35628523600911094,0.8781716056556266,0.2923605129620608,0.8301375169475111,0.3755603993220132,0.8267802956937181,0.3811984798299522,0.825359932855575,0.3831988649924261,Stage A,0.8934727871392601,15489
test,is_stable,classification,acc,,,,,0.8159984505132675,0.38805913319694074,0.8113499903157079,0.3894635217147934,0.8122538575763445,0.39249839174492834,0.8263283620633999,0.3564180884069132,0.8509910258893408,0.3169458344722681,0.8196784815030022,0.3721811626942198,0.8154173929885725,0.3818596712030424,0.8151591451998192,0.38008095564664124,zero,0.8509910258893408,15489
test,volume,regression,r2,,,,,,,,,,,,,0.6745873689651489,153.08703121725023,,,,,,,zero,0.6745873689651489,15488
test,density,regression,r2,,,,,,,,,,,,,0.9997029304504395,0.0011097702487289699,,,,,,,zero,0.9997029304504395,15489
test,bulk_modulus_vrh,regression,r2,,,,,0.9173407554626465,7.15165129226814,0.91800457239151,7.090414545985986,0.9174053072929382,7.314580952871552,0.9166747331619263,7.250602164291317,0.9101845622062683,7.766932998127234,0.9168814420700073,7.224471505187949,0.9174430966377258,7.174600059269444,0.916971743106842,7.269660903333347,v2,0.91800457239151,1287
test,shear_modulus_vrh,regression,r2,,,,,0.7312381267547607,8.755224051901392,0.7208617925643921,9.21758369657747,0.7268258333206177,9.138859387209697,0.7282027006149292,9.061550072256328,0.7162132859230042,10.366149144090176,0.7270948886871338,9.089527081997227,0.7285271883010864,9.057538724064157,0.7283890247344971,9.072993313477193,v1,0.7312381267547607,1227
test,homogeneous_poisson,regression,r2,,,,,0.231847882270813,0.004006740880575086,0.22220152616500854,0.004057665612134672,0.20684212446212769,0.004137684823504352,0.23364216089248657,0.003997168600254003,0.1734740138053894,0.004310490925334435,0.18948501348495483,0.00423239470820903,0.22817254066467285,0.004029008316518287,0.17812460660934448,0.004286510360185958,v4,0.23364216089248657,1236
test,universal_anisotropy,regression,r2,,,,,0.3523709774017334,1.8163232068509134,0.3620837926864624,1.8367218570623476,0.36970555782318115,1.813982632599665,0.37903982400894165,1.795655481643384,0.2527517080307007,1.9763358247083085,0.36893075704574585,1.7946230624691484,0.3660433292388916,1.8051147361094804,0.3691086769104004,1.7988367721439913,v4,0.37903982400894165,1148
